,text,sentiment,source
1261,   spoilers    whatever else can  or can't  be said about it  surface is superbly crafted   ,1,imdb
1262,the cinematography is simply stunning  to say the least  and the fx are nothing if not state of the art   ,1,imdb
1263,conceptually  the show offers a little bit of everything  and for just about everybody  parents  kids  fantasy and or fx fans    ,1,imdb
1264,and there wasn't a single sour note struck acting wise  either  some surprisingly solid casting  here   ,1,imdb
1265,all things considered  a job very well done   ,1,imdb
1266,thanks good a movie like this was done and released   ,1,imdb
1267,one of the best mexican movies ever   and one of the less understood  even by mexican themselves  no matter how identified the should have felt with it   ,1,imdb
1268,it ranks highly as a great noir crime drama  incredible performances by belmondo and lino ventura   ,1,imdb
1269,the attention given to every character  and complex psychological portrayals  detailing loyalty  treachery  love  and hope  are tremendous   ,1,imdb
1270,it is an excellent drama  an excellent thriller  and an excellent film   ,1,imdb
1271,up there with the best of melville   ,1,imdb
1272,everything about this film is simply incredible   ,1,imdb
1273,you truly take this journey through the eyes and soul of a child   ,1,imdb
1274,black water is a thriller that manages to completely transcend it's limitations  it's an indie flick  by continually subverting expectations to emerge as an intense experience   ,1,imdb
1275,the performances are real and gripping  the crocdodile is extremely well done  indeed if the black water website is to be believed that's because they used real crocs and the swamp location is fabulous   ,1,imdb
1276,i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series   ,1,imdb
1277,i'm not sure what he was trying to do with this film   ,0,imdb
1278,if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded   ,0,imdb
1279,there is a lot of beautiful places   ,1,imdb
1280,it was forced  like everything in this movie   ,0,imdb
1281,again  lame   ,0,imdb
1282,here's where the movie really pi  ed me off   ,0,imdb
1283,and don't even get me started on the jerky camerawork   ,0,imdb
1284,when i saw it in the theater i thought i was going to be sick   ,0,imdb
1285,summary  the witticisms weren't witty   ,0,imdb
1286,the plot   well  i said i'd let that one go   ,0,imdb
1287,the acting was bad   ,0,imdb
1288,really bad   ,0,imdb
1289,even billy bob couldn't rise above the script  which was worse   ,0,imdb
1290,camerawork   again  bad   ,0,imdb
1291,rating  1 out of 10   ,0,imdb
1292,an amazing finale to possibly the best trilogy of all time   ,1,imdb
1293,kieslowski never ceases to amaze me   ,1,imdb
1294,he is one of my favourite directors  and one of the most talented directors in the history of cinema   ,1,imdb
1295,his use of the colours of the french flag in the three films was nothing short of incredible  every shot  every scene was like a work of art   ,1,imdb
1296,three of the most visually appealing movies i've ever seen   ,1,imdb
1297,and his subtle connections between the three films are awesome   ,1,imdb
1298,i have to mention this and it is a huge spoiler  i loved the ending  how all the characters of the three films were the remaining survivors of the ferry disaster  with valentine and the young judge together  and the old man watching it on her tv  solidifying his happiness over the suffering which he dealt with for those many years   ,1,imdb
1299,i couldn't think of a better way to end the film  but a smile on my face  great way to wrap up an amazing film and trilogy   ,1,imdb
1300,i recommend this for everyone who loves film  movies  anything   a work of art   ,1,imdb
1301,10 out of 10 for both the movie and trilogy   ,1,imdb
1302,i literally vomited while watching this film   ,0,imdb
1303,i think i was one of the people who found this another one of roth's pearls   ,1,imdb
1304,his performance  as awarded  was stunning   ,1,imdb
1305,the story which was told so eloquently by francis ford coppola 25 years earlier  really unfolds gradually and leaves room for the characters to develop   ,1,imdb
1306,in a most wonderful location lies a story of contrast   ,1,imdb
1307,all in all a beautiful directed film from nicola's roeg wih a sublime cast   ,1,imdb
1308,i'm translating movies for a living and this is the first movie in my 5 year working experience that i found offensive to my intelligence   ,0,imdb
1309,but when someone strives for greatness and poetry  but delivers a muddled  and often ridiculous  story  a bunch of disparate scenes  pretentious dialogue    then you get the worst kind of a movie that some other reviewer very accurately defined as  pretentious crap    ,0,imdb
1310,to those who find this movie intelligent or even masterful  i can only say   it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt  it's in our human nature to try and make sense of things     ,0,imdb
1311,one more thing  i can tolerate political incorrectness very well  i'm all for artistic freedom and suspension of disbelief  but the slavic female character was just too much   ,0,imdb
1312,this is such a fun and funny movie   ,1,imdb
1313,highly entertaining at all angles   ,1,imdb
1314,it features an outlandish array of memorable  psychotic but lovable nuts   ,1,imdb
1315,so for our enjoyment we get to see them run around  play games  and be dangerous   ,1,imdb
1316,it even has its sweet moments   ,1,imdb
1317,the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine   ,1,imdb
1318,all the characters in this film are tremendously well played   ,1,imdb
1319,and i really did find them funny   ,1,imdb
1320,this is actually a very smart movie   ,1,imdb
1321,there is a brilliant twist ending   ,1,imdb
1322,  i love it   ,1,imdb
1323,the ending is so  so perfect    you'll shed a tear   ,1,imdb
1324,i am so thrilled after seeing a movie like this   ,1,imdb
1325,i will never forget it now   ,1,imdb
1326,it is not just a cult    it is a cult classic   ,1,imdb
1327,which has more depth and character than the man underneath it   ,0,imdb
1328,the malta settings are as dry and as barren as the dialogue   ,0,imdb
1329,this movie is terrible   ,0,imdb
1330,the hockey scenes are terrible  defensemen playing like they're 5 years old  goalies diving at shots that are 10 feet wide of the net  etc   ,0,imdb
1331,for those that haven't seen it  don't waste your time   ,0,imdb
1332,to call this movie a drama is ridiculous   ,0,imdb
1333,started watching this but didn't believe in any of the characters   ,0,imdb
1334,in particular the relationship between the bakery assistant and the waitress just didn't work for me at all   ,0,imdb
1335,it was a very superficial movie and it gave me the feeling that i was watching play rather than a film   ,0,imdb
1336,the characters were very 'stagey' and the storyline was a lot like a stage farce   ,0,imdb
1337,by the time the pyromaniac waylaid the assistant i was bored and didn't care what happened next and so i switched off   ,0,imdb
1338,glad i didn't pay to see it   ,0,imdb
1339,didn't laugh or even smile once   ,0,imdb
1340,but it wasn't anything at all just one big yawn     ,0,imdb
1341,it is a really good show to watch   ,1,imdb
1342,it is very educational for children 1 to 8 years old   ,1,imdb
1343,barney is definitely super de duper   ,1,imdb
1344,is pretty funny   ,1,imdb
1345,babie bop is very cute   ,1,imdb
1346,the kids are very cool too   ,1,imdb
1347,  but  storm trooper  is not even bad enough to make it to the list of wonderfully terrible movies   ,0,imdb
1348,it's just lame   ,0,imdb
1349,the guy who said he's had better dialogue with his potted plants has it right   ,0,imdb
1350,everything about this movie is stupid   ,0,imdb
1351,even if you love bad movies  do not watch this movie   ,0,imdb
1352,it is shameful   ,0,imdb
1353,i would give this television series a 10 plus if i could   ,1,imdb
1354,the writers were  smack on  and i think the best actors and actresses were a bonus to the show these characters were so real   ,1,imdb
